Drug_ID,Drug,Protein_ID,Y,IC50_nM
5328940,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,MST4,1,37.0
24889392,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,NEK11,0,10000.0
10138260,Cc1[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCC(O)CN1CCOCC1,BRK,0,10000.0
176155,CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CSNK1A1,1,75.0
156414,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,LKB1,0,10000.0
16038120,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,PAK2,0,5800.0
11712649,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,TEC,1,730.0
11717001,OCCn1cc(-c2ccc3c(c2)CCC3=NO)c(-c2ccncc2)n1,CSNK1D,0,1400.0
9915743,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,SRC,0,4100.0
3081361,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,JNK1,0,10000.0
3038522,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,CAMK2A,0,10000.0
9809715,COC(=O)c1ccc2c(c1)NC(=O)C2=C(Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,MST4,1,49.0
9933475,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,CLK4,0,10000.0
10461815,Cc1[nH]c(C=C2C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCCC1CN1CCCC1,DRAK2,0,3500.0
156414,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CAMK1D,0,10000.0
176870,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,MEK2,0,10000.0
156414,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ERK8,0,10000.0
4908365,CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,DYRK1B,0,10000.0
10427712,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,DYRK1B,1,730.0
10184653,CN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1,PIM3,0,10000.0
9926791,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,ACVR1,0,10000.0
5287969,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,CAMK2A,0,1700.0
16007391,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,YANK3,0,10000.0
11717001,OCCn1cc(-c2ccc3c(c2)CCC3=NO)c(-c2ccncc2)n1,DAPK2,0,10000.0
156422,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,TSSK1B,0,10000.0
16038120,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,CDC2L5,0,10000.0
51004351,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CSNK1D,0,10000.0
25127112,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1.O=P(O)(O)O,MST1,0,10000.0
11667893,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,FYN,0,2800.0
3038525,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,CDK5,0,10000.0
10074640,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,CAMK2A,0,10000.0
11364421,CCC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,PAK2,0,10000.0
42642645,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,AURKA,1,440.0
176155,CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,MST4,0,10000.0
11617559,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,TGFBR1,0,10000.0
156422,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,CDK3,0,10000.0
11314340,Cc1[nH]nc2ccc(-c3cncc(OCC(N)Cc4ccccc4)c3)cc12,NEK6,0,10000.0
5287969,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,AKT1,0,10000.0
9926791,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,ERK2,0,10000.0
44150621,CC(O)C(=O)O.CN1CCN(c2ccc3c(c2)NC(=C2C(=O)N=c4cccc(F)c4=C2N)N3)CC1.O,CSNK1E,0,10000.0
3038522,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,BTK,0,10000.0
25243800,CC(C)N1NC(=C2C=c3cc(O)ccc3=N2)c2c(N)ncnc21,AKT1,0,10000.0
447077,CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,BRK,1,48.0
10138260,Cc1[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCC(O)CN1CCOCC1,CAMKK1,1,850.0
11667893,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,LIMK2,0,10000.0
9926054,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1.Cl,CDK11,0,10000.0
44259,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ERK8,1,35.0
11485656,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,MEK2,0,10000.0
11617559,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,S6K1,0,10000.0
24889392,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,AKT1,0,10000.0
6450551,CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1,AURKB,1,11.0
153999,CN(C)CC1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,NEK6,0,10000.0
9926054,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1.Cl,AKT3,0,10000.0
9933475,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,ERK2,0,10000.0
24889392,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,CSNK1E,0,10000.0
9929127,COc1c(Cl)cc2c([nH]c3cnccc32)c1NC(=O)c1cccnc1C,CLK2,0,2300.0
24180719,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,DYRK1B,0,10000.0
9809715,COC(=O)c1ccc2c(c1)NC(=O)C2=C(Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,MEK4,0,3700.0
9915743,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,AURKA,0,10000.0
11712649,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,BTK,0,4200.0
11485656,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,DYRK1B,0,10000.0
156422,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,YANK2,0,10000.0
3062316,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,S6K1,0,10000.0
3081361,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,CSNK1A1L,0,10000.0
5287969,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,CSNK2A1,0,10000.0
16725726,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC3CCCNC3)c21,MAPKAPK5,0,10000.0
9915743,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,JNK3,0,2500.0
3062316,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,IRAK3,0,10000.0
42642645,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,NEK6,0,10000.0
42642645,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,PIP5K2C,1,28.0
208908,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,MEK4,0,10000.0
156422,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,CLK4,0,10000.0
9926791,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,DAPK3,0,10000.0
11712649,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,YANK2,0,10000.0
5287969,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,CSNK2A2,0,10000.0
9809715,COC(=O)c1ccc2c(c1)NC(=O)C2=C(Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,PCTK2,1,93.0
176167,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,CDK7,0,2600.0
24180719,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,CDK5,0,10000.0
11617559,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,CDC2L5,0,10000.0
156414,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,STK35,0,2900.0
10184653,CN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1,WEE2,0,10000.0
11234052,Cc1cc2c(F)c(Oc3ncnn4cc(OCC(C)O)c(C)c34)ccc2[nH]1,YANK2,0,3900.0
16722836,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,STK16,1,6.6
9926791,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,AURKC,0,10000.0
176155,CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,GSK3B,0,1700.0
11338033,O=C(NC1CCNCC1)c1[nH]ncc1NC(=O)c1c(Cl)cccc1Cl,S6K1,0,10000.0
9929127,COc1c(Cl)cc2c([nH]c3cnccc32)c1NC(=O)c1cccnc1C,CSNK1E,0,10000.0
176155,CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,AKT3,0,10000.0
44259,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MST1,1,0.19
4908365,CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,PIM3,0,1700.0
24889392,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,MAPKAPK2,0,10000.0
5329102,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,CDC2L5,0,10000.0
11984591,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC.O=S(=O)(O)c1ccccc1,NDR1,0,9400.0
11364421,CCC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,MYLK4,0,10000.0
11667893,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,TGFBR1,0,10000.0
10113978,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,MYLK4,0,10000.0
24180719,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,YANK2,0,10000.0
151194,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,TGFBR1,0,10000.0
24180719,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,CDK11,1,700.0
208908,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,TEC,0,10000.0
9915743,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,NDR2,0,10000.0
11234052,Cc1cc2c(F)c(Oc3ncnn4cc(OCC(C)O)c(C)c34)ccc2[nH]1,BLK,0,2000.0
25243800,CC(C)N1NC(=C2C=c3cc(O)ccc3=N2)c2c(N)ncnc21,MKNK2,1,820.0
10074640,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,JNK2,0,10000.0
126565,CC12OC(CC1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,ACVR2B,0,3800.0
44259,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,PIP5K2B,1,77.0
5329102,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,CDK11,0,10000.0
44150621,CC(O)C(=O)O.CN1CCN(c2ccc3c(c2)NC(=C2C(=O)N=c4cccc(F)c4=C2N)N3)CC1.O,TESK1,0,10000.0
9884685,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,YANK2,0,10000.0
10427712,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,CLK4,1,130.0
176155,CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,ACVR2B,0,10000.0
10113978,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,PCTK2,0,10000.0
11364421,CCC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,CDKL1,0,10000.0
11314340,Cc1[nH]nc2ccc(-c3cncc(OCC(N)Cc4ccccc4)c3)cc12,PHKG1,0,1200.0
5329102,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,AURKA,0,1700.0
11656518,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,CDK11,0,5100.0
9926791,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,PLK1,0,10000.0
11712649,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,MAPKAPK2,0,10000.0
10127622,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,MEK1,1,99.0
9926791,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,AURKB,0,10000.0
644241,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,IRAK3,0,10000.0
5291,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,MAPKAPK2,0,10000.0
11712649,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,CSNK1D,0,10000.0
5328940,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,EPHA6,0,1100.0
11626560,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,YANK2,0,10000.0
11984591,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC.O=S(=O)(O)c1ccccc1,MST1,0,10000.0
24889392,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,ACVR2A,0,10000.0
10461815,Cc1[nH]c(C=C2C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCCC1CN1CCCC1,CLK4,0,10000.0
11626560,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,TESK1,1,380.0
11234052,Cc1cc2c(F)c(Oc3ncnn4cc(OCC(C)O)c(C)c34)ccc2[nH]1,PCTK1,0,10000.0
24180719,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,NEK6,0,10000.0
10113978,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,PIM3,0,10000.0
9929127,COc1c(Cl)cc2c([nH]c3cnccc32)c1NC(=O)c1cccnc1C,ACVR2A,0,10000.0
151194,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,STK35,0,10000.0
16038120,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,EPHA6,1,120.0
11314340,Cc1[nH]nc2ccc(-c3cncc(OCC(N)Cc4ccccc4)c3)cc12,DCAMKL3,0,10000.0
11717001,OCCn1cc(-c2ccc3c(c2)CCC3=NO)c(-c2ccncc2)n1,IRAK3,0,10000.0
44150621,CC(O)C(=O)O.CN1CCN(c2ccc3c(c2)NC(=C2C(=O)N=c4cccc(F)c4=C2N)N3)CC1.O,MEK2,1,350.0
9933475,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,LCK,1,67.0
16722836,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,PHKG1,1,330.0
10127622,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,AURKA,0,10000.0
16722836,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,MEK2,0,3100.0
25243800,CC(C)N1NC(=C2C=c3cc(O)ccc3=N2)c2c(N)ncnc21,LYN,1,560.0
5328940,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,FYN,1,11.0
126565,CC12OC(CC1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,CDK3,1,420.0
9915743,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,TESK1,0,10000.0
153999,CN(C)CC1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,JNK2,0,10000.0
11656518,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,BTK,0,10000.0
11712649,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,TSSK1B,0,10000.0
4908365,CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,ERK8,0,10000.0
10184653,CN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1,CDK5,0,10000.0
11717001,OCCn1cc(-c2ccc3c(c2)CCC3=NO)c(-c2ccncc2)n1,AURKA,0,10000.0
176155,CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,BRK,0,3900.0
3025986,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,JNK3,0,5900.0
11427553,O=C(c1ccc(C=Cc2n[nH]c3ccccc23)cc1)N1CCNCC1,CDK3,0,10000.0
10113978,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CDK2,0,10000.0
44259,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,GSK3B,1,69.0
24779724,Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,TSSK1B,0,10000.0
9926054,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1.Cl,DYRK1B,0,10000.0
156422,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,FYN,0,10000.0
11626560,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CLK4,0,10000.0
176870,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,NEK7,0,10000.0
4908365,CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,CSNK1E,0,10000.0
216239,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,EPHB2,0,1900.0
24779724,Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,CAMK1D,0,10000.0
176167,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,NIM1,0,10000.0
44259,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,LCK,1,30.0
11485656,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,FYN,0,10000.0
3062316,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,LKB1,0,10000.0
5494449,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,DAPK2,0,10000.0
44259,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,PHKG1,1,0.65
10184653,CN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1,CHEK1,0,10000.0
5328940,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,CDK5,0,10000.0
126565,CC12OC(CC1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,JNK1,1,11.0
9933475,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,CSNK1D,0,10000.0
3025986,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,NEK7,0,10000.0
16007391,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,MEK3,0,10000.0
5494449,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,PIP5K2B,1,140.0
16038120,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,PIP5K2C,0,2300.0
126565,CC12OC(CC1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,TGFBR1,1,120.0
16725726,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC3CCCNC3)c21,CDK2,0,10000.0
176870,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ERK8,0,10000.0
176870,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,MST4,0,10000.0
151194,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,GRK1,0,10000.0
5329102,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,YANK1,0,10000.0
3025986,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,LIMK2,0,10000.0
44150621,CC(O)C(=O)O.CN1CCN(c2ccc3c(c2)NC(=C2C(=O)N=c4cccc(F)c4=C2N)N3)CC1.O,MEK3,0,10000.0
44150621,CC(O)C(=O)O.CN1CCN(c2ccc3c(c2)NC(=C2C(=O)N=c4cccc(F)c4=C2N)N3)CC1.O,JNK1,0,10000.0
3081361,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,JNK2,0,10000.0
3062316,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CLK4,0,10000.0
176155,CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,PHKG1,0,10000.0
5329102,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,MEK4,1,700.0
11338033,O=C(NC1CCNCC1)c1[nH]ncc1NC(=O)c1c(Cl)cccc1Cl,MST3,0,10000.0
9926791,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,AKT1,0,10000.0
6918454,O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl,CDK2,0,10000.0
16038120,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,NEK6,0,1300.0
